"NumberOfVehicles","AccidentDate","Time","FirstRoadClass","RoadSurface","LightingConditions","Daylight.Dark","WeatherConditions","TypeOfVehicle","CasualtyClass","CasualtySeverity","SexOfCasualty","AgeOfCasualty"
2,"10/01/2015",2330,"A","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,1,44
2,"11/01/2015",1110,"Unclassified","Frost/Ice",4,"Dark","Snowing with high winds",9,2,3,2,44
2,"11/01/2015",1110,"Unclassified","Frost/Ice",4,"Dark","Snowing with high winds",9,2,3,2,22
2,"11/01/2015",1110,"Unclassified","Frost/Ice",4,"Dark","Snowing with high winds",9,2,3,1,8
2,"11/01/2015",1110,"Unclassified","Frost/Ice",4,"Dark","Snowing with high winds",9,2,3,2,20
2,"11/01/2015",1430,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,18
2,"12/01/2015",1118,"motorway","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,30
2,"12/01/2015",1118,"motorway","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,2,32
2,"14/01/2015",1557,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,83
2,"14/01/2015",1557,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",8,1,3,1,42
2,"14/01/2015",1557,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",8,2,3,2,20
2,"14/01/2015",1557,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,2,1,82
1,"15/01/2015",1615,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,13
1,"15/01/2015",1515,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,1,66
2,"17/01/2015",610,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,2,44
2,"17/01/2015",610,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,38
3,"20/01/2015",830,"motorway","Wet/Damp",1,"Daylight","Other",9,1,3,1,29
3,"20/01/2015",830,"motorway","Wet/Damp",1,"Daylight","Other",9,1,3,2,29
2,"21/01/2015",1328,"Unclassified","Snow",1,"Daylight","Snowing without high winds",9,1,3,2,26
2,"23/01/2015",1825,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,1,2,2,34
2,"23/01/2015",1825,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,1,3,2,27
3,"26/01/2015",1112,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,45
1,"26/01/2015",1500,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,57
1,"27/01/2015",1637,"B","dry",4,"Dark","Fine without high winds",9,1,3,1,18
1,"27/01/2015",1637,"B","dry",4,"Dark","Fine without high winds",9,2,3,1,17
1,"27/01/2015",1637,"B","dry",4,"Dark","Fine without high winds",9,2,3,1,16
1,"28/01/2015",1604,"B","Wet/Damp",1,"Daylight","Fine with high winds",9,3,3,2,13
1,"28/01/2015",1604,"B","Wet/Damp",1,"Daylight","Fine with high winds",9,3,3,2,37
1,"28/01/2015",1735,"Unclassified","Wet/Damp",4,"Dark","Raining with high winds",9,3,3,1,16
2,"30/01/2015",1000,"B","Wet/Damp",1,"Daylight","Fine without high winds",1,1,2,1,50
2,"31/01/2015",955,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,45
2,"31/01/2015",955,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,64
1,"31/01/2015",1145,"Unclassified","Snow",1,"Daylight","Fine without high winds",9,3,3,1,79
2,"04/02/2015",1310,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,23
1,"05/02/2015",1525,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,68
1,"06/02/2015",1215,"Unclassified","dry",1,"Daylight","Fine without high winds",20,3,3,2,69
3,"06/02/2015",2257,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,48
1,"08/02/2015",130,"B","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,40
3,"08/02/2015",1034,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,7
3,"08/02/2015",1034,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,3
3,"08/02/2015",1034,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,36
3,"08/02/2015",1034,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,42
2,"08/02/2015",1050,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,47
1,"09/02/2015",1005,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,85
3,"09/02/2015",1141,"A","dry",1,"Daylight","Fine without high winds",9,1,2,2,66
3,"09/02/2015",1141,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,67
2,"11/02/2015",1428,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,33
1,"13/02/2015",1109,"motorway","Wet/Damp",1,"Daylight","Fine without high winds",21,1,3,1,28
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,1,2,44
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,34
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,3,1,46
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,52
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,2,14
4,"14/02/2015",2030,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,3,1,15
2,"16/02/2015",1030,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,68
2,"16/02/2015",1239,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,34
2,"16/02/2015",1915,"motorway","dry",4,"Dark","Fine without high winds",9,1,3,2,47
2,"17/02/2015",1555,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,29
1,"18/02/2015",1505,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,76
2,"18/02/2015",1820,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,2,39
1,"21/02/2015",1335,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,76
2,"25/02/2015",815,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,36
2,"27/02/2015",840,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,45
2,"27/02/2015",840,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,45
2,"27/02/2015",1515,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,48
3,"27/02/2015",2120,"A","dry",7,"Dark","Fine without high winds",9,1,3,2,45
1,"28/02/2015",1654,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,22
1,"28/02/2015",1654,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,14
3,"02/03/2015",740,"Unclassified","Frost/Ice",1,"Daylight","Snowing with high winds",9,3,3,2,42
2,"27/02/2015",1700,"B","dry",1,"Daylight","Fine without high winds",9,1,3,2,58
2,"05/03/2015",725,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,27
3,"06/03/2015",1526,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,5
1,"07/03/2015",1500,"A","dry",1,"Daylight","Fine without high winds",9,3,2,2,61
1,"07/03/2015",1741,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,1,9
2,"07/03/2015",2153,"A","dry",4,"Dark","Fine without high winds",9,2,2,2,25
2,"08/03/2015",1610,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,57
1,"09/03/2015",940,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,70
2,"10/03/2015",713,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,42
3,"10/03/2015",1154,"A","dry",1,"Daylight","Fine without high winds",9,1,2,1,82
1,"10/03/2015",1350,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,20
1,"02/03/2015",1515,"B","Wet/Damp",1,"Daylight","Fine without high winds",9,3,3,2,29
2,"11/03/2015",1245,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,51
3,"13/03/2015",845,"motorway","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,23
2,"13/03/2015",855,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,10
2,"13/03/2015",1645,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,10
1,"15/03/2015",1115,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,49
2,"15/03/2015",1251,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,32
2,"15/03/2015",1251,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,4
2,"15/03/2015",2100,"A","Wet/Damp",4,"Dark","Raining without high winds",9,3,1,1,48
2,"16/03/2015",1030,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,34
1,"18/03/2015",1910,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,2,18
2,"20/03/2015",857,"Unclassified","dry",1,"Daylight","Fine without high winds",4,1,2,1,22
2,"20/03/2015",857,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,36
2,"20/03/2015",1140,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,2,1,71
1,"21/03/2015",1754,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,32
2,"23/03/2015",1343,"A","dry",1,"Daylight","Fine without high winds",4,1,2,1,55
2,"23/03/2015",1545,"A","dry",1,"Daylight","Fine without high winds",4,1,3,1,61
1,"23/03/2015",1658,"A(m)","dry",1,"Daylight","Fine without high winds",9,3,3,2,12
2,"24/03/2015",815,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,17
1,"24/03/2015",835,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,84
2,"25/03/2015",1620,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,49
2,"27/03/2015",1615,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,24
3,"28/03/2015",1352,"A","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,40
1,"28/03/2015",1900,"A","Wet/Damp",4,"Dark","Raining without high winds",9,3,2,1,46
1,"29/03/2015",1005,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",1,1,2,1,66
1,"29/03/2015",2130,"Unclassified","dry",4,"Dark","Fine without high winds",9,3,3,2,23
1,"31/03/2015",10,"motorway","Flood(surface water over 3cm deep)",4,"Dark","Raining with high winds",9,2,3,2,54
1,"31/03/2015",1720,"A","Wet/Damp",1,"Daylight","Raining without high winds",8,3,3,2,37
2,"01/04/2015",810,"A","Wet/Damp",1,"Daylight","Raining without high winds",5,1,3,1,45
2,"01/04/2015",1240,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,2,3,2,29
2,"01/04/2015",1240,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,2,67
2,"01/04/2015",1443,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,84
1,"02/04/2015",1234,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,24
1,"03/04/2015",2100,"A","dry",4,"Dark","Fine without high winds",9,3,2,1,48
1,"04/04/2015",1425,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,3
2,"04/04/2015",1813,"Unclassified","dry",1,"Daylight","Fine without high winds",90,1,2,1,32
2,"04/04/2015",2215,"A","dry",4,"Dark","Fine without high winds",3,1,2,1,25
1,"05/04/2015",1315,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,30
2,"07/04/2015",1619,"B","dry",1,"Daylight","Fine without high winds",1,1,2,2,19
2,"08/04/2015",1430,"A","dry",1,"Daylight","Fine without high winds",1,1,3,2,9
2,"09/04/2015",1248,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,35
2,"09/04/2015",1248,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,1,27
1,"09/04/2015",1431,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,8
1,"10/04/2015",255,"A","dry",4,"Dark","Fine without high winds",9,1,3,2,25
1,"10/04/2015",255,"A","dry",4,"Dark","Fine without high winds",9,2,3,1,23
1,"10/04/2015",255,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,24
2,"13/04/2015",725,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,18
2,"13/04/2015",1510,"B","dry",1,"Daylight","Fine without high winds",1,1,3,1,51
2,"14/04/2015",1617,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,32
2,"13/04/2015",1730,"Unclassified","dry",1,"Daylight","Fine without high winds",90,1,3,1,10
2,"17/04/2015",719,"A","dry",1,"Daylight","Fine without high winds",2,1,3,2,28
2,"17/04/2015",1536,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
2,"20/04/2015",744,"B","dry",1,"Daylight","Fine without high winds",9,1,3,2,24
2,"20/04/2015",800,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,28
1,"21/04/2015",1555,"B","dry",1,"Daylight","Fine without high winds",9,3,3,1,13
2,"22/04/2015",1527,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,27
2,"23/04/2015",745,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,31
2,"25/04/2015",920,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",3,1,3,2,17
2,"26/04/2015",9,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,25
2,"26/04/2015",9,"A","dry",4,"Dark","Fine without high winds",8,2,3,2,32
2,"26/04/2015",9,"A","dry",4,"Dark","Fine without high winds",8,1,3,1,34
2,"26/04/2015",9,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,32
3,"26/04/2015",1500,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,22
3,"26/04/2015",1500,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,20
1,"27/04/2015",1425,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,3,1,29
2,"27/04/2015",1644,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,16
2,"27/04/2015",1600,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,19
1,"01/05/2015",55,"A","dry",4,"Dark","Fine without high winds",9,1,3,1,23
1,"01/05/2015",55,"A","dry",4,"Dark","Fine without high winds",9,2,3,2,23
1,"01/05/2015",1840,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,19
1,"01/05/2015",1840,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,20
1,"02/05/2015",1145,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,64
2,"03/05/2015",720,"motorway","Wet/Damp",1,"Daylight","Raining without high winds",19,1,3,1,30
2,"03/05/2015",936,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,2,3,2,43
2,"03/05/2015",1034,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,31
2,"03/05/2015",1126,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,22
2,"03/05/2015",1126,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,20
2,"03/05/2015",1749,"B","dry",1,"Daylight","Fine without high winds",3,1,3,1,32
2,"04/05/2015",122,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,22
2,"04/05/2015",122,"Unclassified","dry",4,"Dark","Fine without high winds",8,1,3,1,42
2,"07/05/2015",46,"Unclassified","dry",4,"Dark","Fine without high winds",3,1,3,1,19
2,"08/05/2015",1640,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,24
2,"08/05/2015",2102,"Unclassified","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,41
2,"09/05/2015",2250,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,43
2,"09/05/2015",2325,"A","dry",7,"Dark","Fine without high winds",9,1,3,2,60
2,"10/05/2015",1415,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,48
3,"11/05/2015",1733,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,25
3,"11/05/2015",1733,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,39
2,"13/05/2015",1233,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,74
2,"14/05/2015",640,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,14
3,"14/05/2015",1015,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,53
2,"16/05/2015",830,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,1,1,81
2,"16/05/2015",830,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,45
1,"15/05/2015",1620,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,1,11
1,"16/05/2015",1456,"Unclassified","dry",1,"Daylight","Fine without high winds",90,2,2,1,2
1,"16/05/2015",1905,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,8
2,"17/05/2015",1300,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,29
2,"17/05/2015",1300,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,39
1,"19/05/2015",1519,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,1,66
3,"21/05/2015",1610,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,18
3,"21/05/2015",1610,"B","dry",1,"Daylight","Fine without high winds",9,2,3,1,19
3,"21/05/2015",1610,"B","dry",1,"Daylight","Fine without high winds",9,2,3,2,17
3,"21/05/2015",1610,"B","dry",1,"Daylight","Fine without high winds",9,1,3,2,54
3,"21/05/2015",1610,"B","dry",1,"Daylight","Fine without high winds",9,1,3,1,44
3,"23/05/2015",1145,"A","dry",1,"Daylight","Fine without high winds",5,1,2,1,27
1,"25/05/2015",200,"Unclassified","dry",1,"Daylight","Fine without high winds",8,3,3,1,25
3,"26/05/2015",800,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,21
1,"26/05/2015",1421,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,23
2,"27/05/2015",1300,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,23
2,"27/05/2015",1300,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,18
2,"28/05/2015",1915,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,57
2,"29/05/2015",1908,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,34
2,"02/05/2015",1215,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,53
5,"01/06/2015",600,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,53
5,"01/06/2015",600,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,1,23
3,"01/06/2015",1705,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,19
3,"01/06/2015",1705,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,1,20
4,"01/06/2015",1900,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,42
4,"01/06/2015",1900,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,2,41
4,"01/06/2015",1900,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,37
4,"01/06/2015",1900,"A","Wet/Damp",1,"Daylight","Raining with high winds",9,1,3,1,22
2,"02/06/2015",810,"A","dry",1,"Daylight","Fine without high winds",5,1,3,1,35
2,"04/06/2015",1559,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,47
2,"04/06/2015",1559,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,27
2,"04/06/2015",1559,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,25
2,"04/06/2015",1559,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,60
2,"04/06/2015",1559,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,44
1,"05/06/2015",1542,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,10
2,"05/06/2015",1903,"A","dry",1,"Daylight","Fine without high winds",9,1,2,2,34
2,"05/06/2015",1903,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,40
2,"31/05/2015",1005,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,25
2,"08/06/2015",1835,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,2,2,9
2,"08/06/2015",1930,"B","dry",1,"Daylight","Fine without high winds",21,1,3,1,49
2,"09/06/2015",1710,"A","dry",1,"Daylight","Fine without high winds",4,1,2,2,24
2,"09/06/2015",1725,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,42
2,"10/06/2015",630,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,43
2,"12/06/2015",1800,"B","dry",1,"Daylight","Fine without high winds",1,1,3,1,19
2,"13/06/2015",1110,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,28
2,"13/06/2015",1110,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,29
3,"13/06/2015",1214,"A","dry",1,"Daylight","Fine without high winds",21,1,3,1,52
2,"13/06/2015",2050,"Unclassified","dry",1,"Daylight","Fine without high winds",9,2,3,2,24
3,"15/06/2015",1045,"A","dry",1,"Daylight","Fine without high winds",1,1,2,1,42
2,"16/06/2015",1225,"Unclassified","dry",1,"Daylight","Fine without high winds",19,1,3,1,42
2,"16/06/2015",1343,"A","dry",1,"Daylight","Fine without high winds",19,1,3,1,60
1,"16/06/2015",1720,"A","dry",1,"Daylight","Fine without high winds",11,2,3,1,3
2,"17/06/2015",1252,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,52
2,"17/06/2015",1252,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,1,3,2,25
1,"17/06/2015",1330,"A","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,30
2,"18/06/2015",950,"A","dry",1,"Daylight","Fine without high winds",8,1,3,1,50
2,"18/06/2015",950,"A","dry",1,"Daylight","Fine without high winds",8,2,3,2,44
2,"18/06/2015",950,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,28
2,"18/06/2015",1605,"A","dry",1,"Daylight","Fine with high winds",1,1,3,1,51
1,"18/06/2015",1715,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,30
2,"20/06/2015",1200,"Unclassified","Wet/Damp",1,"Daylight","Fine without high winds",9,1,3,1,36
1,"20/06/2015",1430,"Unclassified","dry",1,"Daylight","Fine without high winds",17,1,3,2,20
2,"20/06/2015",2305,"Unclassified","dry",4,"Dark","Fine without high winds",8,2,3,2,22
1,"22/06/2015",1850,"Unclassified","dry",1,"Daylight","Fine without high winds",4,1,2,1,17
3,"23/06/2015",1730,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,35
3,"23/06/2015",1730,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,74
2,"25/06/2015",1200,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,18
1,"25/06/2015",1310,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,71
2,"25/06/2015",1320,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,2,1,45
1,"26/06/2015",2030,"B","dry",1,"Daylight","Fine without high winds",9,2,3,1,24
2,"27/06/2015",2010,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,34
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,1,2,1,38
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,19
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,35
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,1,2,1,22
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,20
2,"27/06/2015",2050,"A","dry",4,"Dark","Fine without high winds",9,2,2,1,17
1,"28/06/2015",2050,"A","dry",1,"Daylight","Fine without high winds",9,3,3,1,42
3,"28/06/2015",2245,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,1,2,16
3,"28/06/2015",2245,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,2,28
3,"28/06/2015",2245,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,2,2,22
1,"30/06/2015",1050,"A","dry",1,"Daylight","Fine without high winds",3,1,3,1,46
2,"30/06/2015",735,"A","dry",1,"Daylight","Fine without high winds",9,2,3,2,50
2,"30/06/2015",735,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,57
2,"30/06/2015",735,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,47
1,"01/07/2015",1228,"A","dry",1,"Daylight","Fine without high winds",21,3,3,2,86
1,"01/07/2015",1645,"Unclassified","dry",1,"Daylight","Fine without high winds",3,1,3,1,32
2,"01/07/2015",1715,"A","dry",1,"Daylight","Fine without high winds",9,2,3,1,9
2,"02/07/2015",1900,"A","dry",1,"Daylight","Fine without high winds",1,1,3,1,35
2,"02/07/2015",2055,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,46
2,"02/07/2015",2055,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,2,1,49
2,"03/07/2015",705,"A","dry",1,"Daylight","Fine without high winds",4,1,3,2,21
1,"03/07/2015",1155,"A","dry",1,"Daylight","Fine without high winds",9,3,2,1,41
2,"05/07/2015",1755,"A","dry",1,"Daylight","Fine without high winds",9,2,2,2,51
2,"05/07/2015",1755,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,62
2,"05/07/2015",1755,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,44
1,"06/07/2015",1541,"Unclassified","dry",1,"Daylight","Fine without high winds",9,3,3,2,7
1,"07/07/2015",1535,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,56
2,"07/07/2015",2230,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,2,48
2,"07/07/2015",2230,"A","Wet/Damp",4,"Dark","Fine without high winds",9,2,2,1,30
2,"07/07/2015",2230,"A","Wet/Damp",4,"Dark","Fine without high winds",9,1,2,1,33
1,"08/07/2015",0,"Unclassified","Wet/Damp",1,"Daylight","Raining without high winds",9,3,3,2,14
1,"08/07/2015",1958,"A","dry",1,"Daylight","Fine without high winds",9,3,2,1,8
1,"03/07/2015",1250,"Unclassified","dry",1,"Daylight","Fine without high winds",21,3,3,2,42
2,"10/07/2015",1150,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,21
3,"10/07/2015",1358,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,55
3,"10/07/2015",1358,"A","dry",1,"Daylight","Fine without high winds",9,1,3,2,45
2,"12/07/2015",1114,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,65
2,"13/07/2015",1517,"A","dry",1,"Daylight","Fine without high winds",9,1,3,1,37
2,"13/07/2015",1517,"A","dry",1,"Daylight","Fine without high winds",9,1,2,2,65
2,"13/07/2015",1635,"motorway","dry",1,"Daylight","Fine without high winds",9,1,3,2,47
2,"14/07/2015",1327,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,25
2,"14/07/2015",1327,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,36
2,"15/07/2015",1352,"Unclassified","dry",1,"Daylight","Fine without high winds",1,1,3,1,59
2,"15/07/2015",1803,"A","dry",1,"Daylight","Fine without high winds",3,1,2,1,54
4,"16/07/2015",2255,"Unclassified","dry",4,"Dark","Fine without high winds",9,1,3,1,32
4,"16/07/2015",2255,"Unclassified","dry",4,"Dark","Fine without high winds",9,2,3,1,19
2,"17/07/2015",809,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,57
2,"17/07/2015",1630,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,1,46
2,"17/07/2015",1226,"Unclassified","dry",1,"Daylight","Fine without high winds",9,1,3,2,31
